Road,Progress_m,RelativeElevation_m,LocalTurning_K_deg,LocalSlopeVariation_G_deg,Dstar_m,ValidForCorrelation,IsAdaptiveWaypoint,RoadEndWindowClass
A,154.608275955326,11.8855890464155,6.85802058430607,0.460726948041276,8.00157197996489,1,0,FullD0Window
A,156.610395531238,11.8999458270482,8.27275781684069,0.545471111647489,8.00075779157871,1,0,FullD0Window
A,158.610250440806,11.9178347034729,9.53485146055672,0.59179164164902,8.00062791778061,1,0,FullD0Window
A,160.609778338432,11.9396668879755,10.0971359831219,0.643936997917253,8.00197976326004,1,1,FullD0Window
A,162.609847935291,11.9657034573063,10.0923156130986,0.706951612020539,8.00300645406458,1,0,FullD0Window
A,164.611153322817,11.995918075347,10.0924186301503,0.772484308054457,8.00181246247035,1,0,FullD0Window
A,166.610878358587,12.0309560738509,10.1000822079217,0.857263867301456,8.00401307228495,1,0,FullD0Window
A,168.611758101692,12.0713895533879,10.0717963850013,0.989701138469558,8.00413864784625,1,1,FullD0Window
A,170.612854389356,12.1177076207678,10.1418692388413,1.14403051121365,8.00423361581591,1,0,FullD0Window
A,172.612965785287,12.1704875059223,10.4172091148957,1.30930288277534,8.00730686777933,1,0,FullD0Window
A,174.614891430872,12.2299998533791,11.0274952502505,1.50887458300899,8.00772068976283,1,0,FullD0Window
A,176.615896749539,12.296798404574,11.8306936957709,1.68501893386975,8.0098221181822,1,1,FullD0Window
A,178.617088005172,12.3746751487475,12.6331896198134,1.8002651670514,8.01286636547573,1,0,FullD0Window
A,180.620272653066,12.4642255657288,13.3251207188305,1.88620515830434,8.01522846014873,1,0,FullD0Window
A,182.622612120635,12.5657944571002,13.6554028728294,1.93176327991848,8.01997251666211,1,0,FullD0Window
A,184.625718867721,12.6811973806265,13.6824482857035,1.91792744016997,8.02496280579916,1,1,FullD0Window
A,186.629954370647,12.8129206154915,13.6873423696071,1.88234022331087,8.02985203629842,1,0,FullD0Window
A,188.635501113215,12.9598976756328,13.8766460970487,1.85096250920174,8.03474953352472,1,0,FullD0Window
A,190.642584637297,13.1219108343365,14.4037235277299,1.81238927950179,8.03969485391576,1,0,FullD0Window
A,192.65068167352,13.2983643763745,15.1556983062222,1.75993687552828,8.04524207180873,1,1,FullD0Window
A,194.659806406946,13.4895475722291,15.9521344361174,1.68658264800384,8.05132119398357,1,0,FullD0Window
A,196.67025064674,13.6955874067902,16.6671892609228,1.61752245057128,8.05761472398822,1,0,FullD0Window
A,198.682279491212,13.9156853832336,17.1941872894161,1.57367174009636,8.06388568769,1,0,FullD0Window
A,200.695923745329,14.1492509747202,16.9549306764484,1.53651998226573,8.0710389737867,1,1,FullD0Window
A,202.711127600929,14.3956803452004,15.0145868526895,1.47957765192129,8.07176265956539,1,0,FullD0Window
A,204.727865370728,14.6543668053572,11.8916118730593,1.40984945378578,8.07488484522281,1,0,FullD0Window
A,206.746165178902,14.9250329496596,8.61382499350238,1.35430401936033,8.08046502136352,1,0,FullD0Window
A,208.766962719115,15.2082317507551,4.78735005024247,1.30527063415909,8.08720472847747,1,1,FullD0Window
