ScaleR,InstanceNumber,InstanceID,MethodOrder,MethodID,MethodLabel,RunCount,J_Mean,J_SD,L3D_Mean_m,L3D_SD_m,Hplus_Mean_m,Hplus_SD_m,FlightTime_Mean_s,FlightTime_SD_s,TransferEnergy_Mean_kJ,TransferEnergy_SD_kJ,TransferLength_Mean_m,TransferLength_SD_m,DetourCount_Mean,UnsafeStraightCount_Mean,MinimumTransferClearance_Mean_m,Improvement_Mean_pct,Improvement_SD_pct,Gap_Mean_pct,Gap_SD_pct,Runtime_Mean_s,Runtime_SD_s,Generations_Mean,J_MeanPlusMinusSD,L3D_MeanPlusMinusSD_m,Hplus_MeanPlusMinusSD_m,FlightTime_MeanPlusMinusSD_s,TransferEnergy_MeanPlusMinusSD_kJ,Improvement_MeanPlusMinusSD_pct,Gap_MeanPlusMinusSD_pct,Runtime_MeanPlusMinusSD_s
20,8,R20_I08,5,EXACT,Exact optimum,1,724.961399592149,0,13763.7037948128,0,517.998942848779,0,2697.31956582153,0,86.3370194749402,0,4096.50957687434,0,5,0,25.4980319796005,19.7525264786949,0,0,0,0.9124915,0,0,724.961 ± 0.000,13763.704 ± 0.000,517.999 ± 0.000,2697.320 ± 0.000,86.337 ± 0.000,19.753 ± 0.000,0.000 ± 0.000,0.9125 ± 0.0000
20,9,R20_I09,1,FIXED,Fixed order + fixed direction,1,860.122715655253,0,20023.5694985312,0,902.679086211435,0,3157.84234195166,0,221.329312834479,0,10361.1921078962,0,14,11,25,0,0,20.5680957499259,0,2.96e-05,0,0,860.123 ± 0.000,20023.569 ± 0.000,902.679 ± 0.000,3157.842 ± 0.000,221.329 ± 0.000,0.000 ± 0.000,20.568 ± 0.000,0.0000 ± 0.0000
20,9,R20_I09,2,NN_DP,Nearest neighbour-DP,1,733.073465671402,0,14019.2761344209,0,569.853868303843,0,2720.0661563579,0,94.5845105290943,0,4356.89874378584,0,8,6,25,14.7710608813608,0,2.75890892320692,0,0.0004128,0,0,733.073 ± 0.000,14019.276 ± 0.000,569.854 ± 0.000,2720.066 ± 0.000,94.585 ± 0.000,14.771 ± 0.000,2.759 ± 0.000,0.0004 ± 0.0000
20,9,R20_I09,3,JOINT_GA,Joint-encoding GA,20,731.571883629132,1.25788701405076,13950.7807883026,57.3790868428743,562.016256775765,6.56562844041478,2712.57291985046,6.27714279378419,93.0829284868244,1.25788701405076,4288.40339766755,57.3790868428743,6.8,4.2,25,14.9456385334725,0.146245063774706,2.54842397245097,0.176324888521427,0.36024882,0.00186203758981787,150,731.572 ± 1.258,13950.781 ± 57.379,562.016 ± 6.566,2712.573 ± 6.277,93.083 ± 1.258,14.946 ± 0.146,2.548 ± 0.176,0.3602 ± 0.0019
20,9,R20_I09,4,GA_DP,Proposed GA-DP,20,715.501356669766,1.34002451638231,13077.6474557603,61.3416648228998,560.836476687738,23.6451729382306,2652.50301037863,6.04905846645901,76.9066148403593,1.31518410053947,3415.27006512522,61.3416648228992,5.45,3.2,25.9565533919736,16.8140378521817,0.155794573494255,0.295730492878701,0.187838550543743,0.204490595,0.00136789385840731,150,715.501 ± 1.340,13077.647 ± 61.342,560.836 ± 23.645,2652.503 ± 6.049,76.907 ± 1.315,16.814 ± 0.156,0.296 ± 0.188,0.2045 ± 0.0014
20,9,R20_I09,5,EXACT,Exact optimum,1,713.391640056472,0,13075.2320348998,0,520.070057654233,0,2653.01354526837,0,74.9522660933818,0,3412.85464426476,0,6,3,25,17.0593187376757,0,0,0,0.187341,0,0,713.392 ± 0.000,13075.232 ± 0.000,520.070 ± 0.000,2653.014 ± 0.000,74.952 ± 0.000,17.059 ± 0.000,0.000 ± 0.000,0.1873 ± 0.0000
20,10,R20_I10,1,FIXED,Fixed order + fixed direction,1,870.87854892518,0,20480.2955254224,0,919.622927377142,0,3199.57603402796,0,232.231270993237,0,10820.0827216144,0,14,11,25,0,0,21.4802272396922,0,3.55e-05,0,0,870.879 ± 0.000,20480.296 ± 0.000,919.623 ± 0.000,3199.576 ± 0.000,232.231 ± 0.000,0.000 ± 0.000,21.480 ± 0.000,0.0000 ± 0.0000
20,10,R20_I10,2,NN_DP,Nearest neighbour-DP,1,734.964843006034,0,14167.5550202881,0,556.272492157796,0,2726.33264113031,0,96.7140926086035,0,4507.34221648008,0,9,3,25,15.6065051879953,0,2.52140927314118,0,0.0004084,0,0,734.965 ± 0.000,14167.555 ± 0.000,556.272 ± 0.000,2726.333 ± 0.000,96.714 ± 0.000,15.607 ± 0.000,2.521 ± 0.000,0.0004 ± 0.0000
20,10,R20_I10,3,JOINT_GA,Joint-encoding GA,20,733.329795907133,1.23096529415494,14150.0583175567,13.1726075896639,546.294238955862,7.51225050099761,2720.64279228343,4.28367260136707,95.0790455097031,1.23096529415483,4489.84551374873,13.1726075896657,8.35,3,25,15.7942520444219,0.141347527238348,2.29333396531877,0.17170929728683,0.36076961,0.00129324561142642,150,733.330 ± 1.231,14150.058 ± 13.173,546.294 ± 7.512,2720.643 ± 4.284,95.079 ± 1.231,15.794 ± 0.141,2.293 ± 0.172,0.3608 ± 0.0013
20,10,R20_I10,4,GA_DP,Proposed GA-DP,20,718.388144431322,2.30858484836505,13434.2037823681,121.937881692756,509.911793029369,12.08750535812,2672.30588629222,8.44826672168734,80.2175584500615,2.33713087859243,3773.99097856015,121.937881692756,7.65,2,25.1989636868794,17.5099506908349,0.265086888546543,0.209099350907865,0.322028154588971,0.205407145,0.00104859007015938,150,718.388 ± 2.309,13434.204 ± 121.938,509.912 ± 12.088,2672.306 ± 8.448,80.218 ± 2.337,17.510 ± 0.265,0.209 ± 0.322,0.2054 ± 0.0010
20,10,R20_I10,5,EXACT,Exact optimum,1,716.889133905596,0,13353.1851971517,0,501.921232457043,0,2667.06367820178,0,78.770668683812,0,3692.97239334374,0,8,2,25,17.6820769336475,0,0,0,0.3904559,0,0,716.889 ± 0.000,13353.185 ± 0.000,501.921 ± 0.000,2667.064 ± 0.000,78.771 ± 0.000,17.682 ± 0.000,0.000 ± 0.000,0.3905 ± 0.0000
