road_id,short_id,road_class,source_feature_id,paper_road_id,horizontal_length_m,original_vertex_count,resampled_vertex_count,dem_valid_fraction,elevation_raw_min_m,elevation_raw_max_m,elevation_raw_mean_m,elevation_smooth_min_m,elevation_smooth_max_m,elevation_smooth_range_m,absolute_grade_p95_percent,three_dimensional_length_m,representative_longitude_deg,representative_latitude_deg,google_maps_lookup_url
MORND-FLD-002,F002,Field,2,,597.608261455416,44,300,1,883.840907671386,903.30712922081,898.000259748372,885.134520922697,903.047515207705,17.9129942850084,14.4116846177693,600.154142650307,99.0695787907596,24.2498284384352,"https://www.google.com/maps/search/?api=1&query=24.24982844,99.06957879"
MORND-FLD-003,F003,Field,3,,1190.89839714771,117,597,1,870.110729491134,890.168398947924,878.463696463885,870.49960745828,889.203977287522,18.7043698292423,18.2497598081408,1198.95514388208,99.0707050666512,24.2493441293468,"https://www.google.com/maps/search/?api=1&query=24.24934413,99.07070507"
MORND-FLD-004,F004,Field,4,,430.311775170715,30,217,1,903.019481092797,928.506750426072,921.554708267836,906.359347073458,928.246563186674,21.8872161132167,21.3632525352503,433.487791164725,99.0706826462055,24.2518987015672,"https://www.google.com/maps/search/?api=1&query=24.25189870,99.07068265"
MORND-FLD-005,F005,Field,5,,1321.01436095041,173,662,1,850.34127960644,874.762984787135,860.526157967804,851.907926034066,873.225306166014,21.3173801319475,18.0505478447866,1328.26563738774,99.0679715833491,24.2477377719307,"https://www.google.com/maps/search/?api=1&query=24.24773777,99.06797158"
MORND-FLD-006,F006,Field,6,,407.077587445546,41,205,1,900.923014174011,915.120045318782,905.578546598882,901.857337940416,914.356721091579,12.4993831511625,20.8564009457183,409.056957371479,99.0649661405107,24.2491637873403,"https://www.google.com/maps/search/?api=1&query=24.24916379,99.06496614"
MORND-FLD-007,F007,Field,7,,279.68865160846,9,141,1,967.137692877727,985.599944908065,979.660756658332,968.184477799009,985.421371754763,17.2368939557545,12.3263543260467,283.652838212819,99.0694781759332,24.2547341222979,"https://www.google.com/maps/search/?api=1&query=24.25473412,99.06947818"
MORND-FLD-008,F008,Field,8,,319.59882164144,40,161,1,968.923262358941,978.516050936233,975.915425071592,971.654021277762,978.101191846511,6.44717056874902,13.2228829287077,320.714683430134,99.0699126612706,24.2542406445157,"https://www.google.com/maps/search/?api=1&query=24.25424064,99.06991266"
MORND-FLD-009,F009,Field,9,,434.134867551098,46,219,1,955.853460508357,965.16249565781,960.539399807455,956.22355424048,964.847669494888,8.62411525440859,8.95829415121077,435.633842012285,99.0694148872605,24.2531464721712,"https://www.google.com/maps/search/?api=1&query=24.25314647,99.06941489"
MORND-FLD-010,F010,Field,10,,589.940978719306,110,296,1,942.679859035834,951.041907142661,947.083466717807,943.243718721947,950.603861896177,7.36014317423053,8.95042004230815,591.090605801031,99.0683493443233,24.2525889876725,"https://www.google.com/maps/search/?api=1&query=24.25258899,99.06834934"
MORND-FLD-011,F011,Field,11,,186.52817874279,21,95,1,917.962284762643,932.148584351093,922.674966183542,918.993475236626,929.967181366204,10.9737061295776,24.1736287205912,188.047567450832,99.0635311483098,24.252298442949,"https://www.google.com/maps/search/?api=1&query=24.25229844,99.06353115"
MORND-FLD-012,F012,Field,12,,408.097023504497,33,206,1,928.81732320711,946.772230492949,934.008398636013,929.047760779866,946.550307959114,17.5025471792482,15.454864697699,409.679842881515,99.0655982039672,24.2522270009571,"https://www.google.com/maps/search/?api=1&query=24.25222700,99.06559820"
MORND-FLD-013,F013,Field,13,,472.534610264851,47,238,1,929.370075937272,947.706089936061,935.92373789653,930.680578823703,946.902579116937,16.2220002932339,14.2866096411881,475.27392486648,99.0683549440772,24.2521334878445,"https://www.google.com/maps/search/?api=1&query=24.25213349,99.06835494"
MORND-FLD-014,F014,Field,14,C,549.798214037382,36,276,0.985507246376812,967.186751927308,1008.28120085021,989.342486128063,968.509178500767,1007.85738054835,39.3482020475876,10.9919211812158,552.38539528186,99.0645727044827,24.2580996382974,"https://www.google.com/maps/search/?api=1&query=24.25809964,99.06457270"
MORND-FLD-015,F015,Field,15,,396.192638551873,27,200,1,908.318228128137,922.71667470598,913.0484180649,908.597892661876,920.704681354015,12.1067886921387,18.4097799752889,398.470752750905,99.0655719121078,24.2514059678126,"https://www.google.com/maps/search/?api=1&query=24.25140597,99.06557191"
MORND-FLD-016,F016,Field,16,,487.808390041972,51,245,1,914.233473277373,933.081738579947,921.72940090404,915.044226092081,931.647153208339,16.6029271162583,18.0065516239705,490.745305826689,99.0674270718805,24.251667846974,"https://www.google.com/maps/search/?api=1&query=24.25166785,99.06742707"
MORND-FLD-017,F017,Field,17,,363.672955475891,38,183,1,919.842084148467,951.806524938864,932.700443081837,920.395345077905,947.326767336137,26.9314222582317,26.9791361505675,368.470684709475,99.0718790881129,24.2527898481289,"https://www.google.com/maps/search/?api=1&query=24.25278985,99.07187909"
MORND-FLD-018,F018,Field,18,,342.810064766363,28,173,1,949.612558759178,989.795884711842,961.248055263392,951.14271518349,987.995888388075,36.8531732045849,30.1243864550667,347.714152356509,99.0716577622691,24.2543489205741,"https://www.google.com/maps/search/?api=1&query=24.25434892,99.07165776"
MORND-FLD-019,F019,Field,19,,496.14306899898,42,250,1,985.486515689674,998.532967109852,992.798144329918,986.093858294804,998.041162833863,11.9473045390595,11.619323501827,498.027740339611,99.0724871483466,24.2560411809357,"https://www.google.com/maps/search/?api=1&query=24.25604118,99.07248715"
MORND-FLD-020,F020,Field,20,,148.742149034799,8,76,1,964.894035015692,979.110541935542,974.314727315727,965.882548894216,978.827157762597,12.9446088683815,17.0456214304091,149.831728632909,99.0708483974178,24.254224355193,"https://www.google.com/maps/search/?api=1&query=24.25422436,99.07084840"
MORND-FLD-021,F021,Field,21,,1171.02246076559,128,587,1,911.176625024693,968.741018261206,932.998580627216,911.778774990255,965.816561800022,54.0377868097676,15.166566737234,1176.03205416876,99.0641028603758,24.2545580484687,"https://www.google.com/maps/search/?api=1&query=24.25455805,99.06410286"
MORND-FLD-022,F022,Field,22,,67.2937279622242,3,35,1,926.221449329861,935.310023883304,931.007101979879,927.590916253415,934.263874384907,6.67295813149292,14.6203168522507,67.7080807932284,99.0698265936453,24.2515246619578,"https://www.google.com/maps/search/?api=1&query=24.25152466,99.06982659"
MORND-FLD-023,F023,Field,23,,160.718174599092,6,82,1,903.881503542701,940.84048715893,924.211109725138,906.414818820718,939.307616131866,32.892797311148,29.8052777404014,164.501582671563,99.0704174419074,24.2515917634857,"https://www.google.com/maps/search/?api=1&query=24.25159176,99.07041744"
MORND-FLD-024,F024,Field,24,,63.4759615297547,2,33,1,886.605147097856,904.004851056118,895.069098101961,888.970334230102,901.238141935062,12.26780770496,28.2598621955327,64.7851340830512,99.0713509244615,24.251019714252,"https://www.google.com/maps/search/?api=1&query=24.25101971,99.07135092"
MORND-FLD-025,F025,Field,25,,195.559260159443,8,99,1,899.129819231826,935.257920047035,921.684604900271,901.720630110325,935.022580333256,33.3019502229312,27.5089348846408,199.313193609035,99.0701824066811,24.2512253423485,"https://www.google.com/maps/search/?api=1&query=24.25122534,99.07018241"
MORND-FLD-026,F026,Field,26,,50.965744142701,2,27,1,891.194058136274,905.918915835086,898.606040504853,893.917888371891,903.28248025903,9.36459188713889,29.5344827806054,51.9136712996276,99.0710932980863,24.2507300099832,"https://www.google.com/maps/search/?api=1&query=24.25073001,99.07109330"
MORND-FLD-027,F027,Field,27,,125.531025480408,8,64,1,910.254669186164,932.863892794665,923.217301013962,912.477100590419,932.359302775352,19.8822021849331,21.8711834192429,127.429370501269,99.0697355033752,24.2510246966949,"https://www.google.com/maps/search/?api=1&query=24.25102470,99.06973550"
MORND-FLD-028,F028,Field,28,,150.468599612585,6,77,1,901.840078497735,928.381140574381,915.796740206674,903.847857780841,927.018298998915,23.1704412180736,20.2356587970316,152.44765453777,99.0693123553413,24.250462090286,"https://www.google.com/maps/search/?api=1&query=24.25046209,99.06931236"
MORND-FLD-029,F029,Field,29,,148.903097891155,6,76,1,882.962427099806,912.305721418128,898.492518339702,885.214733396866,910.674648967416,25.4599155705504,22.8563422471655,151.335947106038,99.0661290410516,24.2484677327436,"https://www.google.com/maps/search/?api=1&query=24.24846773,99.06612904"
MORND-FLD-030,F030,Field,30,,112.447948184146,4,58,1,879.38233315178,904.426954011806,892.164726605979,881.579259944114,902.592915999906,21.0136560557928,22.9394739372426,114.642299925529,99.0656065432493,24.2481751727726,"https://www.google.com/maps/search/?api=1&query=24.24817517,99.06560654"
MORND-FLD-031,F031,Field,31,,123.439986812223,9,63,1,906.377316501797,915.927445139513,913.000124091482,907.7860749151,915.82072943571,8.03465452061005,13.6501098455312,124.035022929716,99.0654162708274,24.2494882766781,"https://www.google.com/maps/search/?api=1&query=24.24948828,99.06541627"
MORND-FLD-032,F032,Field,32,,264.10836530269,14,134,1,874.818642148665,915.607095895984,897.951933394412,876.19956881297,915.471366745705,39.2717979327356,20.0023210344051,268.467439000694,99.0650895166753,24.2486393093196,"https://www.google.com/maps/search/?api=1&query=24.24863931,99.06508952"
MORND-FLD-033,F033,Field,33,,477.457037659958,23,240,1,828.015789501977,906.471457841762,871.891862370788,829.825368682937,905.17854398011,75.3531752971737,22.7137843699624,484.086838422176,99.0647002240287,24.2472479638306,"https://www.google.com/maps/search/?api=1&query=24.24724796,99.06470022"
MORND-FLD-034,F034,Field,34,,60.6650349060828,2,32,1,913.262975615156,919.667335666635,916.798075020064,914.440923873626,919.008995329799,4.56807145617256,11.6338446968521,60.8587200392111,99.0665049539258,24.2496824522421,"https://www.google.com/maps/search/?api=1&query=24.24968245,99.06650495"
MORND-FLD-035,F035,Field,35,,140.411117407397,6,72,1,901.799727981287,918.049676152631,912.665805376142,903.72526845933,917.971810924444,14.2465424651145,19.0740151721575,141.482555861774,99.0670860922354,24.2495847725196,"https://www.google.com/maps/search/?api=1&query=24.24958477,99.06708609"
MORND-FLD-036,F036,Field,36,,52.573774585036,5,28,1,905.751640752562,912.642764153384,909.599582118843,907.323902073054,911.763504607742,4.43960253468788,13.7009447692657,52.8474776446011,99.0666679601555,24.2491499617598,"https://www.google.com/maps/search/?api=1&query=24.24914996,99.06666796"
MORND-FLD-037,F037,Field,37,,97.4558643284701,3,50,1,912.82725766358,918.855139311516,917.16939945026,914.276536778933,918.531759640399,4.25522286146554,11.1166782364493,97.7766042120043,99.0675266585008,24.2498787821406,"https://www.google.com/maps/search/?api=1&query=24.24987878,99.06752666"
MORND-FLD-038,F038,Field,38,,52.9584458910102,2,28,1,910.146710890433,917.760260560604,914.763390507913,912.037989157969,917.223617349673,5.1856281917037,16.8699164021212,53.2493702359998,99.0679032478253,24.2496495879938,"https://www.google.com/maps/search/?api=1&query=24.24964959,99.06790325"
MORND-FLD-039,F039,Field,39,,139.464022081486,9,71,1,901.23346325891,918.266409226423,911.753225574874,903.432825702038,918.174362930909,14.741537228871,16.4099552335703,140.507903192112,99.0683673128532,24.2499324277383,"https://www.google.com/maps/search/?api=1&query=24.24993243,99.06836731"
MORND-FLD-040,F040,Field,40,,174.552519643617,9,89,1,901.412282873288,924.827985866768,914.10947325419,902.930917795925,924.580442579606,21.6495247836817,14.816797343775,176.09706844408,99.0690114866029,24.2502162673208,"https://www.google.com/maps/search/?api=1&query=24.25021627,99.06901149"
MORND-FLD-041,F041,Field,41,,60.6441013286726,3,32,1,878.012691687117,897.090804941887,888.219872439217,881.445547308519,894.541372023111,13.0958247145921,33.6579785339132,62.313214325843,99.0671415051885,24.2484456077402,"https://www.google.com/maps/search/?api=1&query=24.24844561,99.06714151"
MORND-FLD-042,F042,Field,42,,78.4677490913538,6,41,1,881.834102786062,903.26980652891,892.762538903477,884.421074847284,900.780489324599,16.3594144773145,28.7868178968971,80.7169852684721,99.0674548988649,24.2486996409348,"https://www.google.com/maps/search/?api=1&query=24.24869964,99.06745490"
MORND-FLD-043,F043,Field,43,,107.232814341506,4,55,1,875.074958016709,902.056638761874,888.563390089675,877.248836007112,899.684461611986,22.4356256048743,26.3570737765219,109.905271670573,99.0681841095262,24.2486501717377,"https://www.google.com/maps/search/?api=1&query=24.24865017,99.06818411"
MORND-FLD-044,F044,Field,44,,81.1218961804091,3,42,1,875.800101509746,900.879714579345,888.847865406181,878.789773513738,898.258949121435,19.4691756076966,33.5425252244103,83.7130487321784,99.0685889799131,24.2489435108876,"https://www.google.com/maps/search/?api=1&query=24.24894351,99.06858898"
MORND-FLD-045,F045,Field,45,,79.9511929906095,2,41,1,877.305879816105,901.477022692773,890.238222833345,880.724108883686,899.044101029338,18.3199921456519,33.3589609897004,82.264007351201,99.0689209155921,24.2490908549751,"https://www.google.com/maps/search/?api=1&query=24.24909085,99.06892092"
MORND-FLD-046,F046,Field,46,,139.026913688696,9,71,1,863.018756701331,899.378709889303,881.851691547093,865.67740678026,897.182779126403,31.5053723461426,28.4149639299345,143.09738877705,99.069548582968,24.2490124049471,"https://www.google.com/maps/search/?api=1&query=24.24901240,99.06954858"
MORND-FLD-047,F047,Field,47,,95.4285880162046,5,49,1,875.85038840855,900.26043674511,888.809126470471,878.566283951005,898.283574385859,19.7172904348539,28.2337929298061,97.7195505066671,99.0700317232529,24.2494618902475,"https://www.google.com/maps/search/?api=1&query=24.24946189,99.07003172"
MORND-FLD-048,F048,Field,48,,85.42573892847,2,44,1,872.274712627061,898.564488914753,886.407682639805,876.216192443536,896.196324536362,19.9801320928252,32.0812346087044,87.941991760717,99.0705717584409,24.2497028948975,"https://www.google.com/maps/search/?api=1&query=24.24970289,99.07057176"
MORND-FLD-049,F049,Field,49,,57.7832179753588,2,30,1,898.796211548766,909.910371073954,904.435618117852,900.751217001801,908.097146359363,7.34592935756268,19.4462700801424,58.3034911254633,99.0700842671035,24.2502068542531,"https://www.google.com/maps/search/?api=1&query=24.25020685,99.07008427"
MORND-FLD-050,F050,Field,50,,65.0644590341974,3,34,1,873.791352514762,896.045198589333,885.415937208163,877.032527098282,893.352848726519,16.3203216282371,37.1969535139047,67.3279675071299,99.0708339391672,24.2500630091649,"https://www.google.com/maps/search/?api=1&query=24.25006301,99.07083394"
MORND-FLD-051,F051,Field,51,,124.420339636059,10,64,1,856.837228144361,892.606780324508,873.729469115746,859.062983352627,889.406631196683,30.3436478440555,30.6790163705903,128.607255387619,99.0715021481728,24.2500894961542,"https://www.google.com/maps/search/?api=1&query=24.25008950,99.07150215"
MORND-FLD-052,F052,Field,52,,1192.40552570477,122,598,1,829.728647951251,863.01647398165,843.359354202212,830.670631448371,860.586552447725,29.9159209993534,28.3142922278044,1202.45184699033,99.0679789838679,24.2475270553555,"https://www.google.com/maps/search/?api=1&query=24.24752706,99.06797898"
MORND-FLD-053,F053,Field,53,,529.222588577502,55,266,1,811.836016145944,857.628975103963,823.592879056194,812.441604104088,855.586331981103,43.1447278770149,25.8402069942612,535.687731450953,99.0722761905308,24.2485389279908,"https://www.google.com/maps/search/?api=1&query=24.24853893,99.07227619"
MORND-FLD-054,F054,Field,54,,95.2231520508357,3,49,1,860.369960170992,878.00863512384,869.575677723564,862.397485471137,876.12596626517,13.7284807940326,20.4395802004917,96.3049901341406,99.0653691646685,24.2472148782904,"https://www.google.com/maps/search/?api=1&query=24.24721488,99.06536916"
MORND-FLD-055,F055,Field,55,,148.986056698804,6,76,1,826.102480505997,860.312414332786,844.317146328571,828.738655002323,858.173364225265,29.4347092229422,26.3503437246379,152.192002218544,99.0657495918425,24.2461922977816,"https://www.google.com/maps/search/?api=1&query=24.24619230,99.06574959"
MORND-FLD-056,F056,Field,56,,153.799850993163,5,78,1,843.615135945665,881.143232306238,862.468673453103,846.082246708971,878.569508254827,32.4872615458568,25.6794018459795,157.522915288074,99.0659678090556,24.2470398042816,"https://www.google.com/maps/search/?api=1&query=24.24703980,99.06596781"
MORND-FLD-057,F057,Field,57,,59.652774696116,5,31,1,829.452118932137,842.607230394536,835.993721600504,831.618054577709,840.336784738158,8.71873016044958,21.9794112702594,60.480465738577,99.0663990193342,24.2461313947605,"https://www.google.com/maps/search/?api=1&query=24.24613139,99.06639902"
MORND-FLD-058,F058,Field,58,,215.818484384741,10,109,1,833.330326658804,883.076115553991,856.830853703099,834.753492192104,880.428313929498,45.6748217373939,27.3200037745417,221.582566504068,99.0665494681524,24.2468904714033,"https://www.google.com/maps/search/?api=1&query=24.24689047,99.06654947"
MORND-FLD-059,F059,Field,59,,248.78232791152,12,126,1,824.596945467644,881.996150852399,850.84719156797,825.608662003766,880.041695080341,54.433033076575,28.0805313971109,255.462365150528,99.0670524990501,24.2468429904897,"https://www.google.com/maps/search/?api=1&query=24.24684299,99.06705250"
MORND-FLD-060,F060,Field,60,,84.7555805597443,2,44,1,828.872150025224,845.29634405168,837.200188160502,830.706997666754,843.733215190492,13.0262175237384,20.2501611142775,85.8565129128781,99.0671896771241,24.246052814676,"https://www.google.com/maps/search/?api=1&query=24.24605281,99.06718968"
MORND-FLD-061,F061,Field,61,,69.493357953462,3,36,1,855.736005696594,875.497395513489,865.367231714906,858.369335153539,872.424103759824,14.0547686062844,28.6417393924881,71.0757872543794,99.0671562225727,24.2475463391387,"https://www.google.com/maps/search/?api=1&query=24.24754634,99.06715622"
MORND-FLD-062,F062,Field,62,,64.02112790656,3,34,1,861.103981512366,879.521959860229,869.777258138961,863.475283067665,876.326202551243,12.8509194835779,29.187558916494,65.6758243853725,99.068014899951,24.2480139037768,"https://www.google.com/maps/search/?api=1&query=24.24801390,99.06801490"
MORND-FLD-063,F063,Field,63,,58.9505099283419,3,31,1,861.56127971983,875.832363766487,868.777680036731,863.953878406458,873.504398088852,9.55051968239422,24.490741605067,59.8187240928064,99.0684435357429,24.2479654154084,"https://www.google.com/maps/search/?api=1&query=24.24796542,99.06844354"
MORND-FLD-064,F064,Field,64,,131.112844767545,8,67,1,846.943511875195,873.502559018542,859.24864308261,848.27414482298,870.839088997896,22.5649441749163,22.268964430482,133.555306602199,99.0688773989521,24.2478084955437,"https://www.google.com/maps/search/?api=1&query=24.24780850,99.06887740"
MORND-FLD-065,F065,Field,65,,65.38416760788,5,34,1,819.526940570765,840.999353093657,829.646886091784,822.21121854767,837.390667503015,15.1794489553449,34.170915450823,67.5216170314642,99.0699942783436,24.2476158707181,"https://www.google.com/maps/search/?api=1&query=24.24761587,99.06999428"
MORND-FLD-066,F066,Field,66,,63.4554852168666,4,33,1,840.748508081926,863.123553097325,852.424927226505,844.479163911043,860.143447767497,15.6642838564537,35.9900624837248,65.7291277428712,99.0698001405272,24.2481495463608,"https://www.google.com/maps/search/?api=1&query=24.24814955,99.06980014"
MORND-FLD-067,F067,Field,67,,124.431317820839,6,64,1,841.960598037957,875.896516667243,859.243944520478,844.95928186745,873.43745242122,28.4781705537699,28.0708388722391,128.168697660218,99.0702416513988,24.2484682048264,"https://www.google.com/maps/search/?api=1&query=24.24846820,99.07024165"
MORND-FLD-068,F068,Field,68,,71.2231273573682,5,37,1,812.833345194612,834.02954654447,823.149325732684,815.575886341358,831.0251852727,15.4492989313428,30.8023677507729,73.06530262112,99.0709674120177,24.2475138794823,"https://www.google.com/maps/search/?api=1&query=24.24751388,99.07096741"
MORND-FLD-069,F069,Field,69,,90.0644584856439,5,47,1,831.300293801695,858.166578253255,845.781525354425,834.140473788597,856.37128742613,22.2308136375328,34.5420317628558,93.2401884595856,99.0708695471374,24.2482364940833,"https://www.google.com/maps/search/?api=1&query=24.24823649,99.07086955"
MORND-FLD-070,F070,Field,70,,57.1769607048769,2,30,1,857.769658068873,875.169324334611,865.825204720819,859.902950697806,871.935464098758,12.032513400952,32.797452124631,58.5664430787712,99.0705945006011,24.2489939623709,"https://www.google.com/maps/search/?api=1&query=24.24899396,99.07059450"
MORND-FLD-071,F071,Field,71,,66.603620057517,4,35,1,833.84492744124,859.101288973805,846.929993169583,837.707516888866,855.605093810751,17.8975769218841,39.6718803833959,69.2751191051712,99.0710317518864,24.2487479883117,"https://www.google.com/maps/search/?api=1&query=24.24874799,99.07103175"
MORND-FLD-072,F072,Field,72,,64.0031653419909,2,34,1,833.73445825147,859.137135308585,846.149493860123,837.149077304126,855.123402407474,17.9743251033472,39.5507969420206,67.0278053291723,99.0712716561017,24.2490347449947,"https://www.google.com/maps/search/?api=1&query=24.24903474,99.07127166"
MORND-FLD-073,F073,Field,73,,1233.64022742216,84,618,1,867.854553383333,894.827733657702,886.477844795316,868.389829894449,894.408932834527,26.0191029400778,12.4875568867391,1239.79790706816,99.0629862368345,24.2502673217174,"https://www.google.com/maps/search/?api=1&query=24.25026732,99.06298624"
MORND-FLD-074,F074,Field,74,,190.637478518964,7,97,1,887.712936877816,905.718196882256,896.325678830988,888.300689349686,904.540845433295,16.2401560836093,11.3164061541142,191.504012325457,99.0638386464323,24.2493994556523,"https://www.google.com/maps/search/?api=1&query=24.24939946,99.06383865"
MORND-FLD-075,F075,Field,75,,57.8231204092122,3,30,1,889.796335820359,898.434578609765,895.576072743023,892.491355624838,898.038710129844,5.5473545050063,17.7148764823248,58.5313891713997,99.0640043589434,24.2497119126233,"https://www.google.com/maps/search/?api=1&query=24.24971191,99.06400436"
MORND-FLD-076,F076,Field,76,,32.3326059810956,2,18,1,889.743613700517,894.310770266145,892.778085665702,891.874885650185,893.903498512291,2.02861286210577,18.2539027707162,32.4451318815647,99.0635017030509,24.2494705667104,"https://www.google.com/maps/search/?api=1&query=24.24947057,99.06350170"
MORND-FLD-077,F077,Field,77,,85.8667412532586,4,44,1,889.395823652866,905.762793109507,898.94881154666,892.211253540841,904.495681298058,12.284427757217,23.7420021433849,87.018946661314,99.0645359740125,24.2498580735412,"https://www.google.com/maps/search/?api=1&query=24.24985807,99.06453597"
MORND-FLD-078,F078,Field,78,,37.9144177462395,2,20,1,888.315266390927,901.854215082219,895.252070468233,892.124857841948,898.392281616779,6.26742377483117,17.9868300309514,38.4573061117929,99.0648907279228,24.2502038042444,"https://www.google.com/maps/search/?api=1&query=24.25020380,99.06489073"
MORND-FLD-079,F079,Field,79,,66.9378141377973,5,35,1,903.481428185285,913.163306014628,909.360021278771,905.513809495944,912.666123593744,7.15231409780017,17.3671154836594,67.6883827330792,99.0651152934881,24.2496902109211,"https://www.google.com/maps/search/?api=1&query=24.24969021,99.06511529"
MORND-FLD-080,F080,Field,80,,72.3591728436993,4,38,1,894.147822172339,903.952930079569,899.780648651466,896.195892402329,902.933649133853,6.73775673152375,15.1187110762576,72.8301702531557,99.0644184177203,24.2491391968462,"https://www.google.com/maps/search/?api=1&query=24.24913920,99.06441842"
MORND-FLD-081,F081,Field,81,,43.0316012114238,5,23,1,890.039620128396,895.203413519282,892.885593119562,891.453362334035,894.299520826588,2.84615849255249,11.9532616486805,43.2094218823107,99.0636314933916,24.2491881021101,"https://www.google.com/maps/search/?api=1&query=24.24918810,99.06363149"
MORND-FLD-082,F082,Field,82,,30.7043479441995,2,17,1,914.598603187681,918.900924949357,917.241699808074,916.495276411217,918.105232388902,1.60995597768476,10.6963068947281,30.7663665203405,99.0661171681394,24.2499608873758,"https://www.google.com/maps/search/?api=1&query=24.24996089,99.06611717"
MORND-FLD-083,F083,Field,83,,43.606789167788,3,23,1,915.472995083069,919.810853754454,918.88082129166,917.973363187267,919.721774899757,1.74841171249,8.49144043802997,43.8047300110457,99.0666043547264,24.2502495725175,"https://www.google.com/maps/search/?api=1&query=24.25024957,99.06660435"
MORND-FLD-084,F084,Field,84,,31.7978076238229,2,17,1,912.049279199158,917.880091988172,915.4599609538,914.355571905054,916.695483822004,2.3399119169502,11.1302781540951,31.9143629448131,99.0670078688121,24.2503572405497,"https://www.google.com/maps/search/?api=1&query=24.25035724,99.06700787"
MORND-FLD-085,F085,Field,85,,26.927502786727,2,15,1,912.675303232364,917.025494516267,915.039717193988,914.424220663288,915.691058264956,1.2668376016685,11.4076949252046,26.9847141880096,99.0674418478908,24.2504123436959,"https://www.google.com/maps/search/?api=1&query=24.25041234,99.06744185"
MORND-FLD-086,F086,Field,86,,45.1116864875089,4,24,1,913.367117337971,918.419169470789,916.355093980705,914.739565661798,917.919347394917,3.17978173311826,11.6778241915837,45.4251902376458,99.0679271299501,24.2506339959059,"https://www.google.com/maps/search/?api=1&query=24.25063400,99.06792713"
MORND-FLD-087,F087,Field,87,,33.3695843024338,2,18,1,916.644329294723,922.70752095307,920.113466322499,918.87163497114,921.432299466196,2.56066449505624,10.6718595224999,33.4904464399284,99.0683271347028,24.250917144808,"https://www.google.com/maps/search/?api=1&query=24.25091714,99.06832713"
